program_name,map_name,field_name,validation_rule,rule_number,_id
CCP01OCR,,BISMSGO, WHEN OTHER  <br>  PERFORM 870-ERRORS  <br> ,Rule-0237,5f210fa2a4035c2ee5a4ee17
CCP01OCR,,BISMSGO, END-EVALUATE  <br>  END-IF  <br> ,Rule-0220,5f210fa2a4035c2ee5a4ee18
CCP01OCR,,BISMSGO, ELSE  <br>  MOVE 35 TO ERROR-SUB CCP01OCR  <br>  MOVE -1 TO ADDR3ZIPL CCP01OCR  <br>   MOVE 'E' TO ERROR-SWITCH CCP01OCR  <br>   GO TO 120-ERROR-FOUND CCP01OCR  <br>   END-IF  <br> ,Rule-0219,5f210fa2a4035c2ee5a4ee19
CCP01OCR,,BISMSGO, IF ADDR3CTYI > SPACES OR ADDR3CTYO > SPACES  <br>  CONTINUE  <br>  ELSE  <br>   MOVE 34 TO ERROR-SUB CCP01OCR  <br>   MOVE -1 TO ADDR3CTYL CCP01OCR  <br>   MOVE 'E' TO ERROR-SWITCH CCP01OCR  <br>   GO TO 120-ERROR-FOUND CCP01OCR  <br>   END-IF CCP01OCR <br> CCP01OCR  <br> ,Rule-0238,5f210fa2a4035c2ee5a4ee1a
CCP01OCR,,BISMSGO, IF INVALID-SEARCH CCP01OCR  <br>  INSPECT ADDR1I REPLACING ALL '_' BY LOW-VALUES CCP01OCR <br> CCP01OCR  <br>  INSPECT ADDR2I REPLACING ALL '_' BY LOW-VALUES CCP01OCR  <br> ,Rule-0239,5f210fa2a4035c2ee5a4ee1b
CCP01OCR,,BISMSGO, IF ADDR2I NOT = LOW-VALUES CCP01OCR  <br>  CONTINUE CCP01OCR  <br>  ELSE CCP01OCR  <br>   MOVE 12 TO ERROR-SUB CCP01OCR  <br>   MOVE -1 TO CLAIMNTL CCP01OCR  <br>   MOVE 'E' TO ERROR-SWITCH CCP01OCR  <br>   MOVE 'K' TO VALID-SEARCH-SW CCP01OCR  <br>   GO TO 120-ERROR-FOUND CCP01OCR  <br>   END-IF CCP01OCR <br> CCP01OCR  <br> ,Rule-0240,5f210fa2a4035c2ee5a4ee1c
CCP01OCR,,BISMSGO, INSPECT ADDR3CTYI REPLACING ALL '_' BY SPACES CCP01OCR  <br>  INSPECT ADDR3STI REPLACING ALL '_' BY SPACES CCP01OCR  <br>  INSPECT ADDR3ZIPI REPLACING ALL '_' BY SPACES CCP01OCR  <br>   INSPECT ADDR3CYI REPLACING ALL '_' BY SPACES CCP01OCR  <br> ,Rule-0239,5f210fa2a4035c2ee5a4ee1d
CCP01OCR,,BISMSGO, IF ADDR3CYI > SPACES ,Rule-0241,5f210fa2a4035c2ee5a4ee1e
CCP01OCR,,BISMSGO, IF ADDR3CYI = 'US' OR 'CA' OR 'MX'  <br>  CONTINUE  <br>  ELSE  <br>   MOVE 36 TO ERROR-SUB CCP01  <br>   MOVE -1 TO ADDR3CYL CCP01  <br>   MOVE 'E' TO ERROR-SWITCH CCP01  <br>   GO TO 120-ERROR-FOUND CCP01  <br>   END-IF CCP01  <br> ,Rule-0242,5f210fa2a4035c2ee5a4ee1f
CCP01OCR,,BISMSGO, END-IF CCP01 ,Rule-0241,5f210fa2a4035c2ee5a4ee20
CCP01OCR,,BISMSGO, IF ADDR3ZIPI > SPACES  <br>  MOVE ADDR3ZIPI TO ZIP-CODE OF DCLTFM-ZIP-CITY  <br> ,Rule-0243,5f210fa2a4035c2ee5a4ee21
CCP01OCR,,BISMSGO," IF ADDR3CYI > SPACES  <br>  MOVE ADDR3CYI TO COUNTRY-ABRV OF DCLTFM-ZIP-CITY  <br>  PERFORM 122-SELECT-TFMTB070-BY-ZIP-CY CCP01OCR  <br>  EXEC SQL <br>SELECT STATE_ABRV, <br>CITY_NAME <br>INTO :DCLTFM-ZIP-CITY.STATE-ABRV, <br>:DCLTFM-ZIP-CITY.CITY-NAME <br>FROM TFM_ZIP_CITY <br>WHERE ZIP_CODE = :DCLTFM-ZIP-CITY.ZIP-CODE <br>AND COUNTRY_ABRV = :DCLTFM-ZIP-CITY.COUNTRY-ABRV <br>END-EXEC  <br> ",Rule-0244,5f210fa2a4035c2ee5a4ee22
CCP01OCR,,BISMSGO, EVALUATE SQLCODE  <br>  WHEN +0  <br>  PERFORM 123-CONSISTENCY-CHECK CCP01  <br> ,Rule-0245,5f210fa2a4035c2ee5a4ee23
CCP01OCR,,BISMSGO, IF CONSISTENCY-NO CCP01  <br>  MOVE STATE-ABRV TO ERROR-MSG-STATE CCP01  <br>  MOVE COUNTRY-ABRV TO ERROR-MSG-COUNTRY CCP01  <br>   MOVE 38 TO ERROR-SUB  <br>   MOVE 'E' TO ERROR-SWITCH  <br>   GO TO 120-ERROR-FOUND  <br>   END-IF CCP01  <br> ,Rule-0246,5f210fa2a4035c2ee5a4ee24
CCP01OCR,,BISMSGO, MOVE STATE-ABRV TO ADDR3STO  <br>  MOVE COUNTRY-ABRV TO ADDR3CYO  <br> ,Rule-0245,5f210fa2a4035c2ee5a4ee25
CCP01OCR,,BISMSGO, IF ADDR3CTYI > SPACES  <br>  CONTINUE  <br>  ELSE  <br>   MOVE CITY-NAME TO ADDR3CTYO  <br>   END-IF  <br> ,Rule-0247,5f210fa2a4035c2ee5a4ee26
CCP01OCR,,BISMSGO, WHEN -811  <br>  PERFORM 123-CONSISTENCY-CHECK CCP01  <br> ,Rule-0248,5f210fa2a4035c2ee5a4ee27
CCP01OCR,,BISMSGO, IF CONSISTENCY-NO CCP01  <br>  MOVE STATE-ABRV TO ERROR-MSG-STATE CCP01  <br>  MOVE COUNTRY-ABRV TO ERROR-MSG-COUNTRY CCP01  <br>   MOVE 38 TO ERROR-SUB  <br>   MOVE 'E' TO ERROR-SWITCH  <br>   GO TO 120-ERROR-FOUND  <br>   END-IF CCP01  <br> ,Rule-0249,5f210fa2a4035c2ee5a4ee28
CCP01OCR,,BISMSGO, MOVE STATE-ABRV TO ADDR3STO  <br>  MOVE COUNTRY-ABRV TO ADDR3CYO  <br> ,Rule-0248,5f210fa2a4035c2ee5a4ee29
CCP01OCR,,BISMSGO, IF ADDR3CTYI > SPACES  <br>  CONTINUE  <br>  ELSE  <br>   MOVE CITY-NAME TO ADDR3CTYO  <br>   END-IF  <br> ,Rule-0250,5f210fa2a4035c2ee5a4ee2a
CCP01OCR,,BISMSGO, WHEN +100  <br>  MOVE 37 TO ERROR-SUB  <br>  MOVE -1 TO ADDR3ZIPL  <br>   MOVE 'E' TO ERROR-SWITCH  <br>   GO TO 120-ERROR-FOUND  <br> ,Rule-0251,5f210fa2a4035c2ee5a4ee2b
CCP01OCR,,BISMSGO, WHEN OTHER  <br>  PERFORM 870-ERRORS  <br> ,Rule-0252,5f210fa2a4035c2ee5a4ee2c
CCP01OCR,,BISMSGO, END-EVALUATE. 12  <br>  ELSE  <br>  PERFORM 122-SELECT-TFMTB070-BY-ZIP CCP01OCR  <br>   PERFORM 122-SELECT-TFMTB070-BY-COUNT CCP01OCR  <br> ,Rule-0244,5f210fa2a4035c2ee5a4ee2d
CCP01OCR,,BISMSGO," IF WS-COUNT > +1  <br>  MOVE 36 TO ERROR-SUB  <br>  MOVE -1 TO ADDR3CYL  <br>   MOVE 'E' TO ERROR-SWITCH  <br>   GO TO 120-ERROR-FOUND  <br>   ELSE  <br>  EXEC SQL <br>SELECT STATE_ABRV, <br>CITY_NAME, <br>COUNTRY_ABRV <br>INTO :DCLTFM-ZIP-CITY.STATE-ABRV, <br>:DCLTFM-ZIP-CITY.CITY-NAME, <br>:DCLTFM-ZIP-CITY.COUNTRY-ABRV <br>FROM TFM_ZIP_CITY <br>WHERE ZIP_CODE = :DCLTFM-ZIP-CITY.ZIP-CODE <br>END-EXEC  <br>   END-IF.  <br> ",Rule-0253,5f210fa2a4035c2ee5a4ee2e
CCP01OCR,,BISMSGO, EVALUATE SQLCODE  <br>  WHEN +0  <br>  PERFORM 123-CONSISTENCY-CHECK CCP01  <br> ,Rule-0254,5f210fa2a4035c2ee5a4ee2f
CCP01OCR,,BISMSGO, IF CONSISTENCY-NO CCP01  <br>  MOVE STATE-ABRV TO ERROR-MSG-STATE CCP01  <br>  MOVE COUNTRY-ABRV TO ERROR-MSG-COUNTRY CCP01  <br>   MOVE 38 TO ERROR-SUB  <br>   MOVE 'E' TO ERROR-SWITCH  <br>   GO TO 120-ERROR-FOUND  <br>   END-IF CCP01  <br> ,Rule-0255,5f210fa2a4035c2ee5a4ee30
CCP01OCR,,BISMSGO, MOVE STATE-ABRV TO ADDR3STO  <br>  MOVE COUNTRY-ABRV TO ADDR3CYO  <br> ,Rule-0254,5f210fa2a4035c2ee5a4ee31
CCP01OCR,,BISMSGO, IF ADDR3CTYI > SPACES  <br>  CONTINUE  <br>  ELSE  <br>   MOVE CITY-NAME TO ADDR3CTYO  <br>   END-IF  <br> ,Rule-0256,5f210fa2a4035c2ee5a4ee32
CCP01OCR,,BISMSGO, WHEN -811  <br>  PERFORM 123-CONSISTENCY-CHECK CCP01  <br> ,Rule-0257,5f210fa2a4035c2ee5a4ee33
CCP01OCR,,BISMSGO, IF CONSISTENCY-NO CCP01  <br>  MOVE STATE-ABRV TO ERROR-MSG-STATE CCP01  <br>  MOVE COUNTRY-ABRV TO ERROR-MSG-COUNTRY CCP01  <br>   MOVE 38 TO ERROR-SUB  <br>   MOVE 'E' TO ERROR-SWITCH  <br>   GO TO 120-ERROR-FOUND  <br>   END-IF CCP01  <br> ,Rule-0258,5f210fa2a4035c2ee5a4ee34
CCP01OCR,,BISMSGO, MOVE STATE-ABRV TO ADDR3STO  <br>  MOVE COUNTRY-ABRV TO ADDR3CYO  <br> ,Rule-0257,5f210fa2a4035c2ee5a4ee35
CCP01OCR,,BISMSGO, IF ADDR3CTYI > SPACES  <br>  CONTINUE  <br>  ELSE  <br>   MOVE CITY-NAME TO ADDR3CTYO  <br>   END-IF  <br> ,Rule-0259,5f210fa2a4035c2ee5a4ee36
CCP01OCR,,BISMSGO, WHEN +100  <br>  MOVE 35 TO ERROR-SUB  <br>  MOVE -1 TO ADDR3ZIPL  <br>   MOVE 'E' TO ERROR-SWITCH  <br>   GO TO 120-ERROR-FOUND  <br> ,Rule-0260,5f210fa2a4035c2ee5a4ee37
CCP01OCR,,BISMSGO, WHEN OTHER  <br>  PERFORM 870-ERRORS  <br> ,Rule-0261,5f210fa2a4035c2ee5a4ee38
CCP01OCR,,BISMSGO, END-EVALUATE  <br>  END-IF  <br> ,Rule-0244,5f210fa2a4035c2ee5a4ee39
CCP01OCR,,BISMSGO, ELSE  <br>  MOVE 35 TO ERROR-SUB CCP01OCR  <br>  MOVE -1 TO ADDR3ZIPL CCP01OCR  <br>   MOVE 'E' TO ERROR-SWITCH CCP01OCR  <br>   GO TO 120-ERROR-FOUND CCP01OCR  <br>   END-IF  <br> ,Rule-0243,5f210fa2a4035c2ee5a4ee3a
CCP01OCR,,BISMSGO, IF ADDR3CTYI > SPACES OR ADDR3CTYO > SPACES  <br>  CONTINUE  <br>  ELSE  <br>   MOVE 34 TO ERROR-SUB CCP01OCR  <br>   MOVE -1 TO ADDR3CTYL CCP01OCR  <br>   MOVE 'E' TO ERROR-SWITCH CCP01OCR  <br>   GO TO 120-ERROR-FOUND CCP01OCR  <br>   END-IF CCP01OCR  <br> ,Rule-0262,5f210fa2a4035c2ee5a4ee3b
CCP01OCR,,BISMSGO, END-IF. CCP01OCR ,Rule-0239,5f210fa2a4035c2ee5a4ee3c
CCP01OCR,,BISMSGO, IF ADDR3CTYI > SPACES  <br>  MOVE SPACES TO WS-SPEC-CHARS-FLD  <br>  MOVE ADDR3CTYI TO WS-SPEC-CHARS-FLD  <br>   PERFORM 121-VALIDATE-SPEC-CHARS  <br>   INSPECT WS-SPEC-CHARS-FLD REPLACING ALL LOW-VALUES BY SPACES  <br>   MOVE 'N' TO WS-SPEC-CHARS-FOUND-SW  <br>   MOVE 0 TO TALLY  <br>   INSPECT WS-SPEC-CHARS-FLD TALLYING TALLY FOR ALL '*'  <br> ,Rule-0263,5f210fa2a4035c2ee5a4ee3d
CCP01OCR,,BISMSGO, IF TALLY > 0  <br>  INSPECT WS-SPEC-CHARS-FLD REPLACING ALL '*' BY ' '  <br>  MOVE 'Y' TO WS-SPEC-CHARS-FOUND-SW  <br>   END-IF  <br> ,Rule-0264,5f210fa2a4035c2ee5a4ee3e
CCP01OCR,,BISMSGO," MOVE 0 TO TALLY  <br>  INSPECT WS-SPEC-CHARS-FLD TALLYING TALLY FOR ALL ','  <br> ",Rule-0263,5f210fa2a4035c2ee5a4ee3f
CCP01OCR,,BISMSGO," IF TALLY > 0  <br>  INSPECT WS-SPEC-CHARS-FLD REPLACING ALL ',' BY ' '  <br>  MOVE 'Y' TO WS-SPEC-CHARS-FOUND-SW  <br>   END-IF  <br> ",Rule-0265,5f210fa2a4035c2ee5a4ee40
CCP01OCR,,BISMSGO, MOVE 0 TO TALLY  <br>  INSPECT WS-SPEC-CHARS-FLD TALLYING TALLY FOR ALL '.'  <br> ,Rule-0263,5f210fa2a4035c2ee5a4ee41
CCP01OCR,,BISMSGO, IF TALLY > 0  <br>  INSPECT WS-SPEC-CHARS-FLD REPLACING ALL '.' BY ' '  <br>  MOVE 'Y' TO WS-SPEC-CHARS-FOUND-SW  <br>   END-IF  <br> ,Rule-0266,5f210fa2a4035c2ee5a4ee42
CCP01OCR,,BISMSGO, MOVE 0 TO TALLY  <br>  INSPECT WS-SPEC-CHARS-FLD TALLYING TALLY FOR ALL '#'  <br> ,Rule-0263,5f210fa2a4035c2ee5a4ee43
CCP01OCR,,BISMSGO, IF TALLY > 0  <br>  INSPECT WS-SPEC-CHARS-FLD REPLACING ALL '#' BY ' '  <br>  MOVE 'Y' TO WS-SPEC-CHARS-FOUND-SW  <br>   END-IF  <br> ,Rule-0267,5f210fa2a4035c2ee5a4ee44
CCP01OCR,,BISMSGO, MOVE 0 TO TALLY  <br>  INSPECT WS-SPEC-CHARS-FLD TALLYING TALLY FOR ALL ':'  <br> ,Rule-0263,5f210fa2a4035c2ee5a4ee45
CCP01OCR,,BISMSGO, IF TALLY > 0  <br>  INSPECT WS-SPEC-CHARS-FLD REPLACING ALL ':' BY ' '  <br>  MOVE 'Y' TO WS-SPEC-CHARS-FOUND-SW  <br>   END-IF  <br> ,Rule-0268,5f210fa2a4035c2ee5a4ee46
CCP01OCR,,BISMSGO, MOVE 0 TO TALLY  <br>  INSPECT WS-SPEC-CHARS-FLD TALLYING TALLY FOR ALL '('  <br> ,Rule-0263,5f210fa2a4035c2ee5a4ee47
CCP01OCR,,BISMSGO, IF TALLY > 0  <br>  INSPECT WS-SPEC-CHARS-FLD REPLACING ALL '(' BY ' '  <br>  MOVE 'Y' TO WS-SPEC-CHARS-FOUND-SW  <br>   END-IF  <br> ,Rule-0269,5f210fa2a4035c2ee5a4ee48
CCP01OCR,,BISMSGO, MOVE 0 TO TALLY  <br>  INSPECT WS-SPEC-CHARS-FLD TALLYING TALLY FOR ALL ')'  <br> ,Rule-0263,5f210fa2a4035c2ee5a4ee49
CCP01OCR,,BISMSGO, IF TALLY > 0  <br>  INSPECT WS-SPEC-CHARS-FLD REPLACING ALL ')' BY ' '  <br>  MOVE 'Y' TO WS-SPEC-CHARS-FOUND-SW  <br>   END-IF  <br> ,Rule-0270,5f210fa2a4035c2ee5a4ee4a
CCP01OCR,,BISMSGO," MOVE 0 TO TALLY  <br>  INSPECT WS-SPEC-CHARS-FLD TALLYING TALLY FOR ALL '""'  <br> ",Rule-0263,5f210fa2a4035c2ee5a4ee4b
CCP01OCR,,BISMSGO," IF TALLY > 0  <br>  INSPECT WS-SPEC-CHARS-FLD REPLACING ALL '""' BY ' '  <br>  MOVE 'Y' TO WS-SPEC-CHARS-FOUND-SW  <br>   END-IF  <br> ",Rule-0271,5f210fa2a4035c2ee5a4ee4c
CCP01OCR,,BISMSGO, MOVE 0 TO TALLY  <br>  INSPECT WS-SPEC-CHARS-FLD TALLYING TALLY FOR ALL ''''  <br> ,Rule-0263,5f210fa2a4035c2ee5a4ee4d
CCP01OCR,,BISMSGO, IF TALLY > 0  <br>  INSPECT WS-SPEC-CHARS-FLD REPLACING ALL '''' BY ' '  <br>  MOVE 'Y' TO WS-SPEC-CHARS-FOUND-SW  <br>   END-IF <br> .  <br> ,Rule-0272,5f210fa2a4035c2ee5a4ee4e
CCP01OCR,,BISMSGO, MOVE WS-SPEC-CHARS-FLD TO ADDR3CTYI <br> ADDR3CTYO ,Rule-0263,5f210fa2a4035c2ee5a4ee4f
CCP01OCR,,BISMSGO, IF WS-SPEC-CHARS-FOUND CC  <br>  MOVE 'ADDR3 CITY' TO WS-ERR39-TYPE  <br>  MOVE 39 TO ERROR-SUB CC  <br>   MOVE -1 TO ADDR3CTYL CC  <br>   MOVE 'E' TO ERROR-SWITCH CC  <br>   GO TO 120-ERROR-FOUND CC  <br>   END-IF  <br> ,Rule-0273,5f210fa2a4035c2ee5a4ee50
CCP01OCR,,BISMSGO, END-IF. ,Rule-0263,5f210fa2a4035c2ee5a4ee51
CCP01OCR,,BISMSGO, INSPECT THERCLMI REPLACING ALL '_' BY SPACES. CCP01OCR ,Rule-0178,5f210fa2a4035c2ee5a4ee52
CCP01OCR,,BISMSGO, IF THERCLMI NOT = SPACES CCP01OCR  <br>  MOVE THERCLMI TO WS-THEIR-CLAIM CCP01OCR  <br>  ELSE CCP01OCR  <br>   MOVE PROI TO THERCLMO WS-THEIR-CLAIM CCP01OCR  <br>   END-IF. CCP01OCR  <br> ,Rule-0274,5f210fa2a4035c2ee5a4ee53
CCP01OCR,,BISMSGO, MOVE 'C' TO ERROR-SWITCH. CCP01OCR  <br>  GO TO 120-EXIT. CCP01OCR  <br> 120-ERROR-FOUND.  <br>   END-IF  <br> ,Rule-0178,5f210fa2a4035c2ee5a4ee54
CCP01OCR,,BISMSGO, END-IF ,Rule-0177,5f210fa2a4035c2ee5a4ee55
CCP01OCR,,BISMSGO, END-IF ,Rule-0176,5f210fa2a4035c2ee5a4ee56
CCP01OCR,,BISMSGO, END-IF ,Rule-0175,5f210fa2a4035c2ee5a4ee57
CCP01OCR,,BISMSGO, END-IF ,Rule-0174,5f210fa2a4035c2ee5a4ee58
CCP01OCR,,BISMSGO, END-IF ,Rule-0173,5f210fa2a4035c2ee5a4ee59
CCP01OCR,,BISMSGO, END-IF ,Rule-0172,5f210fa2a4035c2ee5a4ee5a
CCP01OCR,,BISMSGO, END-IF ,Rule-0171,5f210fa2a4035c2ee5a4ee5b
CCP01OCR,,BISMSGO, END-IF ,Rule-0170,5f210fa2a4035c2ee5a4ee5c
CCP01OCR,,BISMSGO, END-IF ,Rule-0169,5f210fa2a4035c2ee5a4ee5d
CCP01OCR,,BISMSGO, END-IF ,Rule-0168,5f210fa2a4035c2ee5a4ee5e
CCP01OCR,,BISMSGO, END-IF ,Rule-0167,5f210fa2a4035c2ee5a4ee5f
CCP01OCR,,BISMSGO, END-IF ,Rule-0166,5f210fa2a4035c2ee5a4ee60
CCP01OCR,,BISMSGO, END-IF ,Rule-0165,5f210fa2a4035c2ee5a4ee61
CCP01OCR,,BISMSGO, END-IF ,Rule-0152,5f210fa2a4035c2ee5a4ee62
CCP01OCR,,BISMSGO, END-IF ,Rule-0151,5f210fa2a4035c2ee5a4ee63
CCP01OCR,,BISMSGO, END-IF ,Rule-0150,5f210fa2a4035c2ee5a4ee64
CCP01OCR,,BISMSGO, END-IF ,Rule-0149,5f210fa2a4035c2ee5a4ee65
CCP01OCR,,BISMSGO, IF WS-COMM-OPTION-NUMBER = '23'  <br>  MOVE SPACE TO ONBASEO  <br>  MOVE DFHP-ASKIP-MDT TO ONBASEA  <br>   END-IF.  <br> ,Rule-0275,5f210fa2a4035c2ee5a4ee66
CCP01OCR,,BISMSGO, MOVE ERROR-MESSAGE (ERROR-SUB) TO ERRORSO. CCP01OCR <br> CCP01OCR  <br>  GO TO 110-SEND-SETUP-MAP. CCP01OCR  <br> 120-EXIT.  <br>   EXIT. CCP01OCR <br> CCP01OCR  <br>  121-VALIDATE-SPEC-CHARS.  <br>   INSPECT WS-SPEC-CHARS-FLD REPLACING ALL LOW-VALUES BY SPACES  <br>   MOVE 'N' TO WS-SPEC-CHARS-FOUND-SW  <br>   MOVE 0 TO TALLY  <br>   INSPECT WS-SPEC-CHARS-FLD TALLYING TALLY FOR ALL '*'  <br> ,Rule-0148,5f210fa2a4035c2ee5a4ee67
CCP01OCR,,BISMSGO, IF TALLY > 0  <br>  INSPECT WS-SPEC-CHARS-FLD REPLACING ALL '*' BY ' '  <br>  MOVE 'Y' TO WS-SPEC-CHARS-FOUND-SW  <br>   END-IF  <br> ,Rule-0276,5f210fa2a4035c2ee5a4ee68
CCP01OCR,,BISMSGO," MOVE 0 TO TALLY  <br>  INSPECT WS-SPEC-CHARS-FLD TALLYING TALLY FOR ALL ','  <br> ",Rule-0148,5f210fa2a4035c2ee5a4ee69
CCP01OCR,,BISMSGO," IF TALLY > 0  <br>  INSPECT WS-SPEC-CHARS-FLD REPLACING ALL ',' BY ' '  <br>  MOVE 'Y' TO WS-SPEC-CHARS-FOUND-SW  <br>   END-IF  <br> ",Rule-0277,5f210fa2a4035c2ee5a4ee6a
CCP01OCR,,BISMSGO, MOVE 0 TO TALLY  <br>  INSPECT WS-SPEC-CHARS-FLD TALLYING TALLY FOR ALL '.'  <br> ,Rule-0148,5f210fa2a4035c2ee5a4ee6b
CCP01OCR,,BISMSGO, IF TALLY > 0  <br>  INSPECT WS-SPEC-CHARS-FLD REPLACING ALL '.' BY ' '  <br>  MOVE 'Y' TO WS-SPEC-CHARS-FOUND-SW  <br>   END-IF  <br> ,Rule-0278,5f210fa2a4035c2ee5a4ee6c
CCP01OCR,,BISMSGO, MOVE 0 TO TALLY  <br>  INSPECT WS-SPEC-CHARS-FLD TALLYING TALLY FOR ALL '#'  <br> ,Rule-0148,5f210fa2a4035c2ee5a4ee6d
CCP01OCR,,BISMSGO, IF TALLY > 0  <br>  INSPECT WS-SPEC-CHARS-FLD REPLACING ALL '#' BY ' '  <br>  MOVE 'Y' TO WS-SPEC-CHARS-FOUND-SW  <br>   END-IF  <br> ,Rule-0279,5f210fa2a4035c2ee5a4ee6e
CCP01OCR,,BISMSGO, MOVE 0 TO TALLY  <br>  INSPECT WS-SPEC-CHARS-FLD TALLYING TALLY FOR ALL ':'  <br> ,Rule-0148,5f210fa2a4035c2ee5a4ee6f
CCP01OCR,,BISMSGO, IF TALLY > 0  <br>  INSPECT WS-SPEC-CHARS-FLD REPLACING ALL ':' BY ' '  <br>  MOVE 'Y' TO WS-SPEC-CHARS-FOUND-SW  <br>   END-IF  <br> ,Rule-0280,5f210fa2a4035c2ee5a4ee70
CCP01OCR,,BISMSGO, MOVE 0 TO TALLY  <br>  INSPECT WS-SPEC-CHARS-FLD TALLYING TALLY FOR ALL '('  <br> ,Rule-0148,5f210fa2a4035c2ee5a4ee71
CCP01OCR,,BISMSGO, IF TALLY > 0  <br>  INSPECT WS-SPEC-CHARS-FLD REPLACING ALL '(' BY ' '  <br>  MOVE 'Y' TO WS-SPEC-CHARS-FOUND-SW  <br>   END-IF  <br> ,Rule-0281,5f210fa2a4035c2ee5a4ee72
CCP01OCR,,BISMSGO, MOVE 0 TO TALLY  <br>  INSPECT WS-SPEC-CHARS-FLD TALLYING TALLY FOR ALL ')'  <br> ,Rule-0148,5f210fa2a4035c2ee5a4ee73
CCP01OCR,,BISMSGO, IF TALLY > 0  <br>  INSPECT WS-SPEC-CHARS-FLD REPLACING ALL ')' BY ' '  <br>  MOVE 'Y' TO WS-SPEC-CHARS-FOUND-SW  <br>   END-IF  <br> ,Rule-0282,5f210fa2a4035c2ee5a4ee74
CCP01OCR,,BISMSGO," MOVE 0 TO TALLY  <br>  INSPECT WS-SPEC-CHARS-FLD TALLYING TALLY FOR ALL '""'  <br> ",Rule-0148,5f210fa2a4035c2ee5a4ee75
CCP01OCR,,BISMSGO," IF TALLY > 0  <br>  INSPECT WS-SPEC-CHARS-FLD REPLACING ALL '""' BY ' '  <br>  MOVE 'Y' TO WS-SPEC-CHARS-FOUND-SW  <br>   END-IF  <br> ",Rule-0283,5f210fa2a4035c2ee5a4ee76
CCP01OCR,,BISMSGO, MOVE 0 TO TALLY  <br>  INSPECT WS-SPEC-CHARS-FLD TALLYING TALLY FOR ALL ''''  <br> ,Rule-0148,5f210fa2a4035c2ee5a4ee77
CCP01OCR,,BISMSGO, IF TALLY > 0  <br>  INSPECT WS-SPEC-CHARS-FLD REPLACING ALL '''' BY ' '  <br>  MOVE 'Y' TO WS-SPEC-CHARS-FOUND-SW  <br>   END-IF <br> .  <br> ,Rule-0284,5f210fa2a4035c2ee5a4ee78
CCP01OCR,,BISMSGO,122-SELECT-TFMTB070-BY-ZIP.  <br>  PERFORM 122-SELECT-TFMTB070-BY-COUNT CCP01OCR  <br> EXEC SQL <br>SELECT COUNT(DISTINCT COUNTRY_ABRV) <br>INTO :WS-COUNT <br>FROM TFM_ZIP_CITY <br>WHERE ZIP_CODE = :DCLTFM-ZIP-CITY.ZIP-CODE <br>END-EXEC  <br> ,Rule-0148,5f210fa2a4035c2ee5a4ee79
CCP01OCR,,BISMSGO, EVALUATE SQLCODE  <br>  WHEN +0  <br>  CONTINUE  <br> ,Rule-0285,5f210fa2a4035c2ee5a4ee7a
CCP01OCR,,BISMSGO, WHEN +100  <br>  CONTINUE  <br> ,Rule-0286,5f210fa2a4035c2ee5a4ee7b
CCP01OCR,,BISMSGO, WHEN OTHER  <br>  PERFORM 870-ERRORS  <br> ,Rule-0287,5f210fa2a4035c2ee5a4ee7c
CCP01OCR,,BISMSGO," END-EVALUATE. 12  <br>  IF WS-COUNT > +1  <br>  MOVE 36 TO ERROR-SUB  <br>   MOVE -1 TO ADDR3CYL  <br>   MOVE 'E' TO ERROR-SWITCH  <br>   GO TO 120-ERROR-FOUND  <br>   ELSE  <br>  EXEC SQL <br>SELECT STATE_ABRV, <br>CITY_NAME, <br>COUNTRY_ABRV <br>INTO :DCLTFM-ZIP-CITY.STATE-ABRV, <br>:DCLTFM-ZIP-CITY.CITY-NAME, <br>:DCLTFM-ZIP-CITY.COUNTRY-ABRV <br>FROM TFM_ZIP_CITY <br>WHERE ZIP_CODE = :DCLTFM-ZIP-CITY.ZIP-CODE <br>END-EXEC  <br>   END-IF.  <br> ",Rule-0288,5f210fa2a4035c2ee5a4ee7d
CCP01OCR,,BISMSGO, EVALUATE SQLCODE  <br>  WHEN +0  <br>  PERFORM 123-CONSISTENCY-CHECK CCP01  <br> ,Rule-0289,5f210fa2a4035c2ee5a4ee7e
CCP01OCR,,BISMSGO, IF ADDR3STI > SPACES ,Rule-0290,5f210fa2a4035c2ee5a4ee7f
CCP01OCR,,BISMSGO, IF ADDR3CYI > SPACES ,Rule-0291,5f210fa2a4035c2ee5a4ee80
CCP01OCR,,BISMSGO, IF ADDR3STI = STATE-ABRV AND <br> ADDR3CYI = COUNTRY-ABRV  <br>  MOVE 'Y' TO CONSISTENCY-SW  <br>  ELSE  <br>   MOVE 'N' TO CONSISTENCY-SW  <br>   MOVE -1 TO ADDR3STL  <br>   END-IF  <br> ,Rule-0292,5f210fa2a4035c2ee5a4ee81
CCP01OCR,,BISMSGO, END-IF ,Rule-0291,5f210fa2a4035c2ee5a4ee82
CCP01OCR,,BISMSGO, END-IF. ,Rule-0290,5f210fa2a4035c2ee5a4ee83
CCP01OCR,,BISMSGO, IF CONSISTENCY-SW > SPACES  <br>  CONTINUE  <br>  ELSE  <br> ,Rule-0293,5f210fa2a4035c2ee5a4ee84
CCP01OCR,,BISMSGO, IF ADDR3STI > SPACES ,Rule-0294,5f210fa2a4035c2ee5a4ee85
